"AN","Code","RN","acc","accuracy","an_found","an_height","an_line","an_text","an_width","an_x1","an_x2","an_y1","an_y2","average_response_time","avg_rt","background","box_width","canvas_backend","central_fixation","clean_word","clock_backend","color_backend","correct","correct_instruction","correct_question_sketchpad","count_ending_sketchpad","count_experiment","count_eyetracker_calibration","count_instruction","count_instruction_pygaze_log","count_list_filter","count_liste_auswahl","count_logger","count_new_inline_script","count_pygaze_start_recording","count_pygaze_stop_recording","count_question_pygaze_log","count_question_sketchpad","count_sentence_script","count_trial_loop","count_trial_sequence","cross_size","cross_x","cross_y","current_line","current_line_width","d","datetime","description","disable_garbage_collection","display_sentence","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","key","keyboard_backend","last_line_y","line_height_factor","line_spacing","list","live_row","live_row_trial_loop","logfile","margin","mouse_backend","name","opensesame_codename","opensesame_version","position_x","position_y","psychopy_screen","repeat_cycle","response","response_ending_sketchpad","response_instruction","response_key","response_question_sketchpad","response_time","response_time_ending_sketchpad","response_time_instruction","response_time_question_sketchpad","rn_found","rn_height","rn_line","rn_text","rn_width","rn_x1","rn_x2","rn_y1","rn_y2","round_decimals","sampler_backend","selected_list","sentence","sentence_text","skip_trial","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spill_height","spill_line","spill_width","spill_x1","spill_x2","spill_y1","spill_y2","start","subject_nr","subject_parity","t0","text_start_x","text_start_y","time_ending_sketchpad","time_experiment","time_eyetracker_calibration","time_instruction","time_instruction_pygaze_log","time_list_filter","time_liste_auswahl","time_logger","time_new_inline_script","time_pygaze_start_recording","time_pygaze_stop_recording","time_question_pygaze_log","time_question_sketchpad","time_sentence_script","time_trial_loop","time_trial_sequence","timestamp","title","total_correct","total_response_time","total_responses","width","word","word_height","word_spacing","word_width"
"<AN>Frauen</AN>","C2","<RN>Pfleger</RN>","undefined","undefined","True","53","4","<AN>Frauen</AN>","132","-222.0","-90.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","diskutiert","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","23","0","23","0","0","0","23","23","23","0","23","50","-810.0","-270.5","6","249.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Im Rahmen einer Gesprächsrunde im Gesundheitswesen wird derzeit über aktuelle gesellschaftliche Herausforderungen diskutiert. Die <RN>Pfleger</RN> verdienen bessere Arbeitsbedingungen und benötigen langfristig mehr Unterstützung, doch diese <AN>Frauen</AN> fühlen sich politisch nicht ausreichend unterstützt. Die nächsten Schritte werden derzeit kontrovers diskutiert.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","2","right","legacy","295.0","3.0","117","1","23","23","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","-293.0","295.0","2","0","right","NA","right","right","right","225.0","NA","3605","225","True","53","2","<RN>Pfleger</RN>","156","581.0","737.0","-173.0","-120.0","2","legacy","1","Im Rahmen einer Gesprächsrunde im Gesundheitswesen wird derzeit über aktuelle gesellschaftliche Herausforderungen diskutiert. Die <RN>Pflegekräfte</RN> verdienen bessere Arbeitsbedingungen und benötigen langfristig mehr Unterstützung, doch diese <AN>Männer</AN> fühlen sich politisch nicht ausreichend unterstützt. Die nächsten Schritte werden derzeit kontrovers diskutiert.","Im Rahmen einer Gesprächsrunde im Gesundheitswesen wird derzeit über aktuelle gesellschaftliche Herausforderungen diskutiert. Die <RN>Pflegekräfte</RN> verdienen bessere Arbeitsbedingungen und benötigen langfristig mehr Unterstützung, doch diese <AN>Männer</AN> fühlen sich politisch nicht ausreichend unterstützt. Die nächsten Schritte werden derzeit kontrovers diskutiert.","0","1024","2","48000","-16","53","4","132","-90.0","42.0","61.0","114.0","experiment","3","odd","27791.0","-810.0","-290.0","NA","2845","2846","10957","14563","27786","14605","30069","10956","10956","NA","30027","29801","27786","14605","27786","29799","Experiment","0","0","0","1920","diskutiert.","53","25","243"
"<AN>Männer</AN>","C5","<RN>Aktivist*innen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","24","0","24","0","0","0","24","24","24","0","24","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","11","right","legacy","178.0","3.0","117","1","24","24","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","0","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","30086","14605","32248","10956","10956","NA","32206","31997","30086","14605","30086","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Männer</AN>","C1","<RN>Experten</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","25","0","25","0","0","0","25","25","25","0","25","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","14","right","legacy","178.0","3.0","117","6","25","25","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Auf einer öffentlichen Veranstaltung stehen Investitionen und langfristige gesellschaftliche Entwicklungen zur Diskussion. Die <RN>Fachfrauen</RN> unterstützen höhere Investitionen und langfristige Entwicklungen, doch diese <AN>Männer</AN> kritisieren die Umsetzung. Die politischen Folgen werden unterschiedlich bewertet.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32264","14605","32264","10956","10956","NA","32206","31997","30086","14605","32264","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Frauen</AN>","C2","<RN>Einwohner</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","26","0","26","0","0","0","26","26","26","0","26","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","13","right","legacy","178.0","3.0","117","2","26","26","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Im Rahmen einer öffentlichen Veranstaltung wird über Sicherheit, gesellschaftlichen Zusammenhalt und politische Reformen gesprochen. Die <RN>Bürgerinnen</RN> wünschen sich mehr Sicherheit und verlässliche Perspektiven, doch diese Gruppe von <AN>Frauen</AN> sieht Reformbedarf im System. Die weitere Entwicklung bleibt Gegenstand öffentlicher Debatten.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32281","14605","32281","10956","10956","NA","32206","31997","30086","14605","32281","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Frauen</AN>","C2","<RN>Experten</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","27","0","27","0","0","0","27","27","27","0","27","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","7","right","legacy","178.0","3.0","117","2","27","27","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Beim Sommerfest eines Unternehmens wird über wirtschaftliche Entwicklungen und gesellschaftliche Herausforderungen diskutiert. Die <RN>Fachleute</RN> sehen große Herausforderungen im nächsten Geschäftsjahr, dennoch bleiben diese <AN>Männer</AN> optimistisch. Die unternehmerischen Folgen werden unterschiedlich bewertet.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32298","14605","32298","10956","10956","NA","32206","31997","30086","14605","32298","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Frauen</AN>","C2","<RN>Arbeitnehmer</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","28","0","28","0","0","0","28","28","28","0","28","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","12","right","legacy","178.0","3.0","117","3","28","28","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Auf einer Gewerkschaftsveranstaltung wird derzeit über Löhne, Arbeitsbedingungen und Arbeitnehmerrechte diskutiert. Die <RN>Beschäftigten</RN> fordern bessere Bezahlung und faire Arbeitsbedingungen, doch diese diskussionsfreudigen <AN>Frauen</AN> sehen vor allem strukturelle Probleme. Die kommenden Entwicklungen sind weiterhin Gegenstand von Diskussionen.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32314","14605","32314","10956","10956","NA","32206","31997","30086","14605","32314","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Männer</AN>","C1","<RN>Ingenieure</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","29","0","29","0","0","0","29","29","29","0","29","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","3","right","legacy","178.0","3.0","117","5","29","29","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Auf einer wissenschaftlichen Konferenz zu technischen Zukunftsfragen werden derzeit aktuelle gesellschaftliche Themen erörtert. Die <RN>Ingenieur*innen</RN> kritisieren die Energiewende und stehen vor Herausforderungen, doch diese <AN>Frauen</AN> lehnen zusätzliche Investitionen ab. Über die Konsequenzen wird weiterhin intensiv gestritten.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32331","14605","32331","10956","10956","NA","32206","31997","30086","14605","32331","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Männer</AN>","C1","<RN>Unternehmer</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","30","0","30","0","0","0","30","30","30","0","30","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","4","right","legacy","178.0","3.0","117","4","30","30","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Bei einem Networking-Event stehen wirtschaftspolitische und gesellschaftliche Fragestellungen im Mittelpunkt der Diskussion. Die <RN>Unternehmer</RN> brauchen weniger bürokratische Hürden und sprechen über Verbesserungen, doch diese <AN>Männer</AN> fordern weitere steuerliche Entlastungen. Die Folgen dieser Positionen bleiben umstritten.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32348","14605","32348","10956","10956","NA","32206","31997","30086","14605","32348","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Frauen</AN>","C2","<RN>Studenten</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","31","0","31","0","0","0","31","31","31","0","31","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","1","right","legacy","178.0","3.0","117","2","31","31","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Bei einer Podiumsdiskussion an der Universität wird über aktuelle gesellschaftliche Themen gesprochen. Die <RN>Studenten</RN> müssten wieder stärker leistungsorientiert gefördert werden, doch die Mehrheit dieser dort teilnehmenden <AN>Frauen</AN> kritisiert die neuen Anforderungen. Die weitere Entwicklung bleibt Gegenstand öffentlicher Debatten.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32365","14605","32365","10956","10956","NA","32206","31997","30086","14605","32365","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Frauen</AN>","C4","<RN>Ingenieurinnen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","32","0","32","0","0","0","32","32","32","0","32","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","17","right","legacy","178.0","3.0","117","6","32","32","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Im Rahmen einer städtischen Planungsrunde wird über die zukünftige Mobilität und den Ausbau des Nahverkehrs diskutiert. Die <RN>Ingenieurinnen</RN> diskutieren über nachhaltige Verkehrskonzepte und setzen sich für den Ausbau des ÖPNV ein, doch diese <AN>Männer</AN> lehnen die Vorschläge ab. Die nächsten Schritte werden derzeit kontrovers diskutiert.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32382","14605","32382","10956","10956","NA","32206","31997","30086","14605","32382","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
"<AN>Männer</AN>","C1","<RN>Dozenten</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-201.0","-66.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","geprüft","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","33","0","33","0","0","0","33","33","33","0","33","50","-810.0","-270.5","5","1182.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Männer</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","9","right","legacy","178.0","3.0","117","5","33","33","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","572.0","178.0","2","0","right","NA","right","right","right","208.0","NA","3605","208","True","53","2","<RN>Aktivist*innen</RN>","320","261.0","581.0","-173.0","-120.0","2","legacy","1","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozent*innen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","1","1024","2","48000","-16","53","4","135","-66.0","69.0","61.0","114.0","experiment","3","odd","30091.0","-810.0","-290.0","NA","2845","2846","10957","14563","32398","14605","32398","10956","10956","NA","32206","31997","30086","14605","32398","31995","Experiment","0","0","0","1920","geprüft.","53","25","175"
